"id","journal","journal_en","ssh"
1772,"吉林省教育学院学报(上旬)","Journal of Jilin Provincial College of Education (Upper)",1
1773,"2015年国际货币金融每日综述选编","Selected International Monetary and Financial Daily Roundup 2015",1
1774,"《采油工程文集》2015年第4辑","Collected Works on Oil Recovery Engineering, Series 4, 2015",1
1775,"岭南心血管病杂志","Lingnan Journal of Cardiovascular Diseases",1
1776,"建设科技","Construction Technology",1
1777,"山西煤炭管理干部学院学报","Journal of Shanxi Coal Management Cadre College",1
1778,"变压器","Transformer",1
1779,"中国循环杂志","China Circulation Magazine",1
1780,"科技促进发展","Technology for Development",1
1781,"新常态与大战略——上海市社会科学界第十三届学术年会文集（2015年度）","The New Normal and Grand Strategy - Proceedings of the 13th Annual Academic Conference of Shanghai Social Science Community (2015)",1
1782,"东方论坛","Oriental Forum",1
1783,"理论视野","Theoretical Perspectives",1
1784,"河北金融","Hebei Finance",1
1785,"中国药物与临床","China Drugs & Clinics",1
1786,"云南师范大学学报(哲学社会科学版)","Journal of Yunnan Normal University (Philosophy and Social Science Edition)",1
1787,"大连民族学院学报","Journal of Dalian Institute of Nationalities",1
1788,"地方财政研究","Local Finance Study",1
1789,"北京理工大学学报(社会科学版)","Journal of Beijing University of Technology (Social Science Edition)",1
1790,"化学教学","Chemistry Teaching",1
1791,"中小企业管理与科技(上旬刊)","Small and medium-sized enterprise management and technology (upper journal)",1
1792,"当代畜禽养殖业","Contemporary livestock farming",1
1793,"2015第十届全国体育科学大会论文摘要汇编(三)","2015 10th National Conference on Sports Science Abstract Compilation (III)",1
1794,"2015年全国天然气学术年会论文集","Proceedings of the 2015 National Natural Gas Academic Conference",1
1795,"中国中药杂志","Chinese Journal of Traditional Chinese Medicine",1
1796,"中国石油和化工经济分析","China Petroleum and Chemical Industry Economic Analysis",1
1797,"中国包装工业","China Packaging Industry",1
1798,"河海大学学报(哲学社会科学版)","Journal of Riverhead University (Philosophy and Social Science Edition)",1
1799,"林业经济","Forestry Economy",1
1800,"科技和产业","Technology and Industry",1
1801,"第十三届全国人机语音通讯学术会议(NCMMSC2015)论文集","Proceedings of the 13th National Conference on Human-Machine Speech Communication (NCMMSC2015)",1
1802,"第十届中国钢铁年会暨第六届宝钢学术年会论文集II","Proceedings of the 10th Annual China Iron and Steel Conference and the 6th Baosteel Annual Academic Conference II",1
1803,"重庆理工大学学报(社会科学)","Journal of Chongqing University of Technology (Social Sciences)",1
1804,"中国统计","China Statistics",1
1805,"企业技术开发","Corporate Technology Development",1
1806,"信息化建设","Informatization Construction",1
1807,"重庆科技学院学报(自然科学版)","Journal of Chongqing Institute of Science and Technology (Natural Science Edition)",1
1808,"中国美容医学","China Aesthetic Medicine",1
1809,"大连干部学刊","Dalian Cadre Journal",1
1810,"中国初级卫生保健","Primary Health Care in China",1
1811,"2015中国地球科学联合学术年会论文集（七）——专题20特提斯造山带形成演化与资源效应、专题21中央造山系构造演化与东亚大陆形成、专题22中亚造山带构造演化","Proceedings of the 2015 China Earth Science Joint Academic Conference (VII)--Topic 20 Formation and Evolution of the Tethys Orogeny and Resource Effects, Topic 21 Tectonic Evolution of the Central Orogeny and East Asian Continental Formation, Topic 22 Tectonic Evolution of the Central Asian Orogeny",1
1812,"管理观察","Management Watch",1
1813,"文化遗产与公众考古（第一辑）","Cultural Heritage and Public Archaeology (First Series)",1
1814,"共识（2014秋刊12）","Consensus (Autumn 2014 12)",1
1815,"中国农村卫生","China Rural Health",1
1816,"复旦学报(社会科学版)","Fudan Journal (Social Science Edition)",1
1817,"水利规划与设计","Water Resources Planning and Design",1
1818,"刑事技术","Criminal Technology",1
1819,"化学工业","Chemical Industry",1
1820,"标准化改革与发展之机遇——第十二届中国标准化论坛论文集","Opportunities of Standardization Reform and Development - Proceedings of the 12th China Standardization Forum",1
1821,"机械制造","Machinery Manufacturing",1
1822,"中国知识产权法学研究会2015年年会论文集","Proceedings of the 2015 Annual Conference of the China Intellectual Property Law Research Association",1
1823,"中华医学会第十八次全国神经病学学术会议论文汇编（下）","Compilation of papers from the 18th National Neurology Conference of the Chinese Medical Association (below)",1
1824,"第九届寒山寺文化论坛论文集（2015）","Proceedings of the Ninth Hanshan Temple Cultural Forum (2015)",1
1825,"高等理科教育","Higher Science Education",1
1826,"美术教育研究","Fine Arts Education Research",1
1827,"现代城市研究","Modern Urban Studies",1
1828,"中国培训","Training in China",1
1829,"煤炭科学技术","Coal Science and Technology",1
1830,"信阳师范学院学报(哲学社会科学版)","Journal of Xinyang Normal College (Philosophy and Social Science Edition)",1
1831,"河北学刊","Hebei Journal",1
1832,"“四个全面”·创新发展·天津机遇——天津市社会科学界第十一届学术年会优秀论文集（中）","The ""Four Comprehensive"" - Innovation and Development - Opportunities for Tianjin - Excellent Papers of the 11th Annual Academic Conference of Tianjin Social Science Community (in Chinese)",1
1833,"藏学学刊（第12辑）","Journal of Tibetan Studies (12th series)",1
1834,"黑龙江金融","Heilongjiang Finance",1
1835,"风机技术","Blower Technology",1
1836,"石油与天然气化工","Oil & Gas Chemicals",1
1837,"中国医学工程","China Medical Engineering",1
1838,"中国国境卫生检疫杂志","China Journal of Health and Quarantine",1
1839,"宜宾学院学报","Journal of Yibin College",1
1840,"大连大学学报","Dalian University Journal",1
1841,"科学大众(科学教育)","Science for the general public (science education)",1
1842,"内蒙古农业科技","Inner Mongolia Agricultural Science and Technology",1
1843,"当代世界与社会主义","Contemporary World and Socialism",1
1844,"陕西理工学院学报(社会科学版)","Journal of Shaanxi University of Science and Technology (Social Science Edition)",1
1845,"印度洋经济体研究","Study of Indian Ocean Economies",1
1846,"2015年全国养羊生产与学术研讨会论文集","Proceedings of the 2015 National Symposium on Sheep Production and Scholarship",1
1847,"杂技与魔术","Acrobatics and Magic",1
1848,"中共青岛市委党校.青岛行政学院学报","Journal of Qingdao Administrative College, Party School of the CPC Qingdao Municipal Committee",1
1849,"西南金融","Southwest Finance",1
1850,"沈阳体育学院学报","Journal of Shenyang Sports College",1
1851,"吉林金融研究","Jilin Financial Research",1
1852,"林业科技情报","Forestry Science and Technology Information",1
1853,"中国新技术新产品","New Technology and New Products in China",1
1854,"中国棉花学会2015年年会论文汇编","A compilation of papers from the 2015 annual meeting of the Chinese Cotton Society",1
1855,"农业经济与管理","Agricultural Economics and Management",1
1856,"农民科技培训","Farmer Science and Technology Training",1
1857,"甘肃政法学院学报","Journal of Gansu Academy of Political Science and Law",1
1858,"中国港口","China Ports",1
1859,"时代文学(下半月)","Times Literature (second half of the month)",1
1860,"国际新闻界","International Press",1
1861,"石油钻采工艺","Oil drilling process",1
1862,"铁道建筑技术","Railway construction technology",1
1863,"出版参考","Publication Reference",1
1864,"石油石化物资采购","Petroleum and petrochemical material procurement",1
1865,"棉花科学","Cotton Science",1
1866,"中国减灾","China Disaster Reduction",1
1867,"中国伤残医学","China Disability Medicine",1
1868,"当代经济管理","Contemporary Economic Management",1
1869,"安徽文学(下半月)","Anhui Literature (second half of the month)",1
1870,"中国戏剧","Chinese Theatre",1
1871,"中国沙漠","China Desert",1
1872,"中国高等医学教育","Higher Medical Education in China",1
1873,"辽宁警专学报","Journal of Liaoning Police College",1
1874,"法学论坛","Law Forum",1
1875,"世界华人消化杂志","World Journal of Chinese Digestion",1
1876,"新中医","New Chinese Medicine",1
1877,"继续教育","Continuing Education",1
1878,"中国医学科学院学报","Journal of the Chinese Academy of Medical Sciences",1
1879,"中国消防","China Fire",1
1880,"中国地名","Chinese Place Names",1
1881,"中国实验诊断学","Experimental Diagnostics in China",1
1882,"柴达木开发研究","Tsaidam Development Research",1
1883,"兴义民族师范学院学报","Journal of Xinyi National Teacher's College",1
1884,"农业经济问题","Agricultural economic issues",1
1885,"中国兽医杂志","China Veterinary Journal",1
1886,"宁夏画报(时政版)","Ningxia Pictorial (Current Affairs Edition)",1
1887,"全国商情(理论研究)","National business situation (theoretical research)",1
1888,"建材发展导向","Building Materials Development Orientation",1
1889,"当代修辞学","Contemporary Rhetoric",1
1890,"钢铁钒钛","Steel Vanadium and Titanium",1
1891,"国际贸易问题","International Trade Issues",1
1892,"长江论坛","Yangtze River Forum",1
1893,"中国信息安全","China Information Security",1
1894,"现代物业(中旬刊)","Modern Property (Middle Periodical)",1
1895,"地球环境学报","Journal of Earth Environment",1
1896,"第16届中国南方国际心血管病学术会议专刊","The 16th South China International Cardiovascular Conference Special Issue",1
1897,"低碳世界","Low Carbon World",1
1898,"黑龙江史志","History of Heilongjiang",1
1899,"华西边疆评论（1）","Huaxi Frontier Review (1)",1
1900,"职业时空","Career Time",1
1901,"癌变.畸变.突变","Carcinogenesis, aberration, mutation",1
1902,"福建文博","Fujian Wenbo",1
1903,"交响(西安音乐学院学报)","Symphony (Journal of Xi'an Conservatory of Music)",1
1904,"现代妇女(下旬)","Modern Women (late)",1
1905,"地理科学进展","Advances in Geosciences",1
1906,"社会福利","Social Welfare",1
1907,"东北财经大学学报","Journal of Northeast University of Finance and Economics",1
1908,"知识经济(中国直销)","Knowledge Economy (China Direct Marketing)",1
1909,"机械工程师","Mechanical Engineer",1
1910,"综合运输","Integrated Transportation",1
1911,"模具制造","Mold manufacturing",1
1912,"国外理论动态","Foreign theoretical developments",1
1913,"企业导报","Business Herald",1
1914,"中国临床保健杂志","Chinese Journal of Clinical Health Care",1
1915,"南昌教育学院学报","Journal of Nanchang College of Education",1
1916,"铁合金","Ferroalloys",1
1917,"赤子(中旬)","Red Son (Mid)",1
1918,"合成纤维","Synthetic Fiber",1
1919,"四川体育科学","Sichuan Sports Science",1
1920,"国土与自然资源研究","Land and Natural Resources Research",1
1921,"铁道勘察","Railway Survey",1
1922,"调研世界","Research World",1
1923,"中国铸造装备与技术","China Casting Equipment and Technology",1
1924,"西华师范大学学报(哲学社会科学版)","Journal of Xihua Normal University (Philosophy and Social Science Edition)",1
1925,"石家庄学院学报","Journal of Shijiazhuang College",1
1926,"中国注册会计师","Chinese Certified Public Accountant",1
1927,"2014年广东省药师周大会论文集","Proceedings of the 2014 Guangdong Pharmacists Week Conference",1
1928,"当代会计","Contemporary Accounting",1
1929,"油气藏评价与开发","Oil and Gas Reservoir Evaluation and Development",1
1930,"资源环境与工程","Resource Environment and Engineering",1
1931,"肿瘤防治研究","Tumor Control Research",1
1932,"华文文学","Chinese Literature",1
1933,"烟台职业学院学报","Journal of Yantai Vocational College",1
1934,"中国野生植物资源","Wild Plant Resources in China",1
1935,"专用汽车","Special Purpose Vehicle",1
1936,"能源研究与利用","Energy Research and Utilization",1
1937,"牙体牙髓牙周病学杂志","Journal of Endodontics and Periodontology",1
1938,"医学研究生学报","Journal of Graduate Medical Science",1
1939,"上海口腔医学","Shanghai Dentistry",1
1940,"计算机工程","Computer Engineering",1
1941,"中国农村水利水电","China Rural Water and Hydropower",1
1942,"生物技术","Biotechnology",1
1943,"矿床地质","Deposit Geology",1
1944,"商业时代","Business Times",1
1945,"体育文化遗产论文集","Collection of essays on the cultural heritage of sports",1
1946,"环境与可持续发展","Environment and Sustainable Development",1
1947,"水利经济","Water Economy",1
1948,"西南国防医药","Southwest Defense Medicine",1
1949,"浙江工商大学学报","Journal of Zhejiang University of Commerce and Industry",1
1950,"北京论坛（2014）文明的和谐与共同繁荣——中国与世界：传统、现实与未来：“古今丝绸之路： 跨文明的交流、对话与合作”专场论文及摘要集","Beijing Forum (2014) Harmony of Civilizations and Common Prosperity - China and the World: Tradition, Reality and Future: A Collection of Papers and Abstracts from the Special Session on ""The Silk Road: Cross-Civilizational Exchange, Dialogue and Cooperation""",1
1951,"回族研究","Hui Studies",1
1952,"民族艺术研究","Ethnic Art Research",1
1953,"新兴经济体的长期增长前景与21世纪海上丝绸之路建设——中国新兴经济体研究会2014年会暨2014新兴经济体合作与发展论坛论文集（下）","Long-term Growth Prospects of Emerging Economies and the Construction of the 21st Century Maritime Silk Road - Proceedings of the 2014 Annual Meeting of the China Association for the Study of Emerging Economies and the 2014 Forum on Cooperation and Development of Emerging Economies (below)",1
1954,"油气田环境保护","Oil and gas field environmental protection",1
1955,"心血管病防治知识(学术版)","Knowledge of cardiovascular disease prevention and treatment (academic version)",1
1956,"党史博采(理论)","Party History (Theory)",1
1957,"第十三届全国古地理学及沉积学学术会议论文摘要集","Abstracts of the 13th National Conference on Paleogeography and Sedimentology",1
1958,"第七次全国流行病学学术会议暨中华预防医学会流行病学分会、中华医学会中华流行病学杂志编辑委员会第七届换届会议论文集","Proceedings of the Seventh National Epidemiology Conference and the Seventh General Meeting of the Epidemiology Branch of the Chinese Society of Preventive Medicine and the Editorial Committee of the Chinese Journal of Epidemiology of the Chinese Medical Association",1
1959,"电焊机","Electric welding machine",1
1960,"华北水利水电大学学报(社会科学版)","Journal of North China University of Water Conservancy and Hydropower (Social Science Edition)",1
1961,"有色金属工程","Non-ferrous Metal Engineering",1
1962,"东北水利水电","Northeast Water and Power",1
1963,"实用预防医学","Practical Preventive Medicine",1
1964,"采写编","Writing and editing",1
1965,"电子测试","Electronic Testing",1
1966,"人才资源开发","Talent Resource Development",1
1967,"第十二届全国脂质与脂蛋白学术会议论文汇编","Compilation of papers from the 12th National Conference on Lipids and Lipoproteins",1
1968,"中国水泥","China Cement",1
1969,"陕西改革与新丝路新城镇建设研究2014年优秀论文集","Shaanxi Reform and New Silk Road New Town Construction Research 2014 Excellent Paper Collection",1
1970,"中国商贸","China Trade",1
1971,"南华大学学报(自然科学版)","Journal of South China University (Natural Science Edition)",1
1972,"绍兴文理学院学报(哲学社会科学)","Journal of Shaoxing College of Arts and Sciences (Philosophy and Social Sciences)",1
1973,"国际地震动态","International Earthquake Dynamics",1
1974,"市场践行标准化——第十一届中国标准化论坛论文集","Market Practice Standardization - Proceedings of the 11th China Standardization Forum",1
1975,"临床放射学杂志","Journal of Clinical Radiology",1
1976,"现代传播(中国传媒大学学报)","Modern Communication (Journal of Communication University of China)",1
1977,"中国林业教育","China Forestry Education",1
1978,"首都经济贸易大学学报","Journal of Capital University of Economics and Business",1
1979,"农业机械","Agricultural machinery",1
1980,"社会科学家","Social Scientist",1
1981,"中央财经大学学报","Journal of Central University of Finance and Economics",1
1982,"中国公共安全","China Public Security",1
1983,"全球科技经济瞭望","Global Technology Economic Insight",1
1984,"中国畜牧兽医学会马学分会成立大会学术论文集","Proceedings of the Inaugural Meeting of the Equine Branch of the Chinese Society of Animal Husbandry and Veterinary Medicine",1
1985,"中华医学会第十三次全国内分泌学学术会议会议指南","Conference guide of the 13th National Conference on Endocrinology of the Chinese Medical Association",1
1986,"日本问题研究","Research on Japan",1
1987,"上海商学院学报","Journal of Shanghai Business School",1
1988,"兰州商学院学报","Journal of Lanzhou Business School",1
1989,"管理现代化","Management Modernization",1
1990,"第十三届海峡两岸隧道与地下工程学术及技术研讨会论文集","Proceedings of the 13th Cross-Straits Academic and Technical Symposium on Tunnels and Underground Engineering",1
1991,"福建体育科技","Fujian Sports Technology",1
1992,"棉纺织技术","Cotton textile technology",1
1993,"临沂大学学报","Journal of Linyi University",1
1994,"第十一届中国语音学学术会议(PCC2014)论文集","Proceedings of the Eleventh Chinese Phonetics Conference (PCC2014)",1
1995,"中国心脏大会2014论文汇编","Chinese Heart Congress 2014 Paper Collection",1
1996,"福建建筑","Fujian Construction",1
1997,"内蒙古中医药","Inner Mongolia Chinese Medicine",1
1998,"社会保障研究","Social Security Research",1
1999,"西南师范大学学报(自然科学版)","Journal of Southwest Normal University (Natural Science Edition)",1
2000,"体育科学","Sports Science",1
2001,"首都体育学院学报","Journal of the Capital Institute of Sports",1
2002,"中华实用诊断与治疗杂志","Chinese Journal of Practical Diagnosis and Therapy",1
2003,"中国远洋航务","China Ocean Shipping",1
2004,"中国国际战略评论（2014（总第7期））","China International Strategy Review (2014 (General No. 7))",1
2005,"化工设计通讯","Chemical Design Newsletter",1
2006,"全国数学教育研究会2014年国际学术年会论文集","Proceedings of the 2014 International Academic Conference of the National Association for Research in Mathematics Education",1
2007,"宁夏大学学报(自然科学版)","Journal of Ningxia University (Natural Science Edition)",1
2008,"护理研究","Nursing Research",1
2009,"石油教育","Petroleum Education",1
2010,"草业与畜牧","Grassland and Livestock",1
2011,"科教文汇(中旬刊)","Science and Education Literary Exchange (Midterm)",1
2012,"科学社会主义","Scientific Socialism",1
2013,"遥感信息","Remote Sensing Information",1
2014,"载人航天","manned spaceflight",1
2015,"现代口腔医学杂志","Journal of Modern Dentistry",1
2016,"内燃机车","Internal combustion locomotive",1
2017,"哈尔滨师范大学社会科学学报","Journal of Social Sciences, Harbin Normal University",1
2018,"中国纤检","China Fiber Inspection",1
2019,"资本市场","Capital Markets",1
2020,"武汉商业服务学院学报","Journal of Wuhan Institute of Commercial Services",1
2021,"中国证券期货","China Securities and Futures",1
2022,"自动化技术与应用","Automation Technology and Applications",1
2023,"今日中国论坛","China Today Forum",1
2024,"鸡西大学学报","Journal of Jixi University",1
2025,"粮食流通技术","Grain Distribution Technology",1
2026,"中国骨科临床与基础研究杂志","Chinese Journal of Clinical and Basic Research in Orthopaedics",1
2027,"第15届中国南方国际心血管病学术会议专刊","Special Issue of the 15th Southern China International Cardiovascular Disease Conference",1
2028,"理论界","Theoretical community",1
2029,"现代班组","Modern shift team",1
2030,"俄罗斯中亚东欧市场","Russia Central Asia Eastern Europe Market",1
2031,"科技创业家","Technology Entrepreneur",1
2032,"辽宁省哲学社会科学获奖成果汇编[2009-2010年度]","Compilation of Award-Winning Achievements in Philosophy and Social Sciences in Liaoning Province [2009-2010]",1
2033,"上海塑料","Shanghai Plastic",1
2034,"剑南文学(经典教苑)","Jiannan Literature (Classic Teaching Court)",1
2035,"文艺理论与批评","Literary Theory and Criticism",1
2036,"金属加工(热加工)","Metal processing (thermal processing)",1
2037,"国外内燃机车","Foreign internal combustion locomotives",1
2038,"机电设备","Electromechanical equipment",1
2039,"基层农技推广","Grassroots Agricultural Extension",1
2040,"消费电子","Consumer Electronics",1
2041,"世界汉语教学学会通讯2013年第1期（总第18期）","Newsletter of the World Society for the Teaching of Chinese as a Foreign Language No. 1, 2013 (Total No. 18)",1
2042,"工程焊接2013年第1期（总第21期）","Engineering Welding 2013, No. 1 (Total No. 21)",1
2043,"中国应急管理","China Emergency Management",1
2044,"国际消化病杂志","International Journal of Digestive Diseases",1
2045,"现代教育科学","Modern Education Science",1
2046,"农业环境科学学报","Journal of Agricultural Environmental Science",1
2047,"草原与草坪","Grassland and Lawn",1
2048,"印刷技术","Printing Technology",1
2049,"数学教育学报","Journal of Mathematics Education",1
2050,"蜜蜂杂志","Bee Magazine",1
2051,"水科学进展","Advances in Water Science",1
2052,"股市动态分析","Stock Market Dynamics Analysis",1
2053,"中国公路","China Road",1
2054,"智能计算机与应用","Intelligent Computers and Applications",1
2055,"临床与实验病理学杂志","Journal of Clinical and Experimental Pathology",1
2056,"环球法律评论","Global Law Review",1
2057,"吉林大学学报(地球科学版)","Journal of Jilin University (Earth Science Edition)",1
2058,"河海大学学报(自然科学版)","Journal of Riverhead University (Natural Science Edition)",1
2059,"江西财经大学学报","Journal of Jiangxi University of Finance and Economics",1
2060,"中国现代药物应用","Modern Drug Applications in China",1
2061,"长春师范学院学报","Journal of Changchun Normal University",1
2062,"中国皮革","China Leather",1
2063,"科学之友","Friends of Science",1
2064,"石油仪器","Oil Instruments",1
2065,"佳木斯教育学院学报","Journal of Jiamusi College of Education",1
2066,"石油天然气学报","Journal of Oil and Gas",1
2067,"临床军医杂志","Journal of Clinical Military Medicine",1
2068,"人权","Human Rights",1
2069,"中国农业信息","China Agricultural Information",1
2070,"2013中国室内设计论文集","2013 China Interior Design Paper Collection",1
2071,"中国药师","China Pharmacist",1
2072,"齐鲁师范学院学报","Journal of Qilu Normal University",1
2073,"中国地质大学学报(社会科学版)","Journal of China University of Geosciences (Social Science Edition)",1
2074,"中国临床解剖学杂志","Chinese Journal of Clinical Anatomy",1
2075,"新疆警官高等专科学校学报","Journal of Xinjiang Police Officer Higher College",1
2076,"人民调解","People's Mediation",1
2077,"沧桑","vicissitudes",1
2078,"湖南农机","Hunan Agricultural Machinery",1
2079,"思想政治课教学","Teaching ideology and politics",1
2080,"华北电力技术","North China Power Technology",1
2081,"甘肃农业大学学报","Journal of Gansu Agricultural University",1
2082,"六盘水师范学院学报","Journal of Liupanshui Normal College",1
2083,"轧钢","Steel rolling",1
2084,"第十二届全国数学地质与地学信息学术研讨会论文集","Proceedings of the 12th National Symposium on Mathematical Geology and Geoinformatics",1
2085,"社会观察","Social Watch",1
2086,"2011-2013中国民间文化艺术之乡全集","2011-2013 China Folk Culture and Art Township Complete Collection",1
2087,"语言生活皮书——中国语言生活状况报告(2013)","Language Life Paper - Report on the State of Language Life in China (2013)",1
2088,"史学月刊","History Monthly",1
2089,"通信与信息技术","Communication and Information Technology",1
2090,"高原山地气象研究","Highland Mountain Meteorology Research",1
2091,"宁夏工程技术","Ningxia Engineering Technology",1
2092,"四川蚕业","Sichuan Sericulture",1
2093,"中国皮肤性病学杂志","Chinese Journal of Dermatology and Venereology",1
2094,"实用医技杂志","Journal of Practical Medical Technology",1
2095,"第八届北京国际康复论坛论文集（下册）","Proceedings of the 8th Beijing International Rehabilitation Forum (next volume)",1
2096,"野生动物","Wildlife",1
2097,"宏观经济分析季度报告（2013年第3季度）","Quarterly Macroeconomic Analysis Report (3Q 2013)",1
2098,"中华医学会第十五次全国心血管病学大会论文汇编","Compilation of papers from the 15th National Congress of Cardiovascular Diseases of the Chinese Medical Association",1
2099,"衡水学院学报","Journal of Hengshui College",1
2100,"上海农村经济","Shanghai Rural Economy",1
2101,"大庆社会科学","Daqing Social Science",1
2102,"法制与经济(中旬刊)","Law and Economics (Midterm Journal)",1
2103,"公共安全中的化学问题研究进展（第三卷）","Advances in Research on Chemistry in Public Safety (Volume 3)",1
2104,"生态学杂志","Journal of Ecology",1
2105,"临床和实验医学杂志","Journal of Clinical and Experimental Medicine",1
2106,"中国棉花学会2013年年会论文集","Proceedings of the 2013 Annual Meeting of the Cotton Society of China",1
2107,"毛纺科技","Woolen Technology",1
2108,"中国药理通讯(2013年第三十卷第三期)","Chinese Pharmacology Letters (Vol. 30, No. 3, 2013)",1
2109,"中华民族复兴与民族哲学发展研究——2013年中国少数民族哲学及社会思想史学会年会中国石油大学（华东）60周年校庆学术研讨会文集","Research on the Revival of the Chinese Nation and the Development of Ethnic Philosophy - Proceedings of the 2013 Annual Conference of the Society for the History of Philosophy and Social Thought of Ethnic Minorities in China - 60th Anniversary Symposium of China University of Petroleum (East China)",1
2110,"食品工业科技","Food Industry Technology",1
2111,"热带医学杂志","Journal of Tropical Medicine",1
2112,"水科学与工程技术","Water Science and Engineering Technology",1
2113,"今日药学","Pharmacy Today",1
2114,"华夏考古","Huaxia Archaeology",1
2115,"现代计算机","Modern Computers",1
2116,"中国石油大学胜利学院学报","Journal of Shengli College of China University of Petroleum",1
2117,"农业工程技术(农产品加工业)","Agricultural engineering technology (agricultural processing industry)",1
2118,"中国经贸","China Economy and Trade",1
2119,"黑龙江水利科技","Heilongjiang Water Technology",1
2120,"继续医学教育","Continuing Medical Education",1
2121,"中国肿瘤临床","China Clinical Oncology",1
2122,"河南机电高等专科学校学报","Journal of Henan Higher Institute of Mechanical and Electrical Science",1
2123,"领导文萃","Leadership",1
2124,"中国高新技术企业","China High-Tech Enterprise",1
2125,"《电站信息》2012年第5期","Power Plant Information, No. 5, 2012",1
2126,"畜牧与饲料科学","Animal and Feed Science",1
2127,"国际资料信息","International Profile Information",1
2128,"现代医用影像学","Modern Medical Imaging",1
2129,"中国林业","China Forestry",1
2130,"中国航天","China Aerospace",1
2131,"中国医学创新","China Medical Innovation",1
2132,"吉林体育学院学报","Journal of Jilin Institute of Sports",1
2133,"世纪桥","Century Bridge",1
2134,"经济视角(上)","Economic Perspective (above)",1
2135,"时代文学(上半月)","Times Literature (first half of the month)",1
2136,"俄罗斯中亚东欧研究","Russian Central Asian Eastern European Studies",1
2137,"湖南工程学院学报(社会科学版)","Journal of Hunan Engineering College (Social Science Edition)",1
2138,"国外社会科学","Foreign Social Sciences",1
2139,"中国卫生法制","China Health Law",1
2140,"江西广播电视大学学报","Journal of Jiangxi Radio and Television University",1
2141,"社科纵横(新理论版)","Social Science Column (New Theory Edition)",1
2142,"内蒙古大学艺术学院学报","Journal of Inner Mongolia University College of Arts",1
2143,"商业文化(上半月)","Business Culture (first half of the month)",1
2144,"中国现代应用药学","Modern Applied Pharmacy in China",1
2145,"中国钱币","Chinese Coins",1
2146,"工业设计","Industrial Design",1
2147,"中国草食动物","Chinese herbivores",1
2148,"比较法研究","Comparative Law Studies",1
2149,"商业文化(下半月)","Business Culture (second half of the month)",1
2150,"徐州工程学院学报(社会科学版)","Journal of Xuzhou Engineering College (Social Science Edition)",1
2151,"绿色科技","Green Technology",1
2152,"阴山学刊","Journal of Yinshan Studies",1
2153,"长春理工大学学报","Journal of Changchun University of Science and Technology",1
2154,"农产品加工","Agro-processing",1
2155,"中国水文科技新发展——2012中国水文学术讨论会论文集","New Development of Hydrology Science and Technology in China - Proceedings of 2012 China Hydrology Symposium",1
2156,"中国社区医师(医学专业)","Chinese Community Physician (Medical Specialty)",1
2157,"财经问题研究","Financial Studies",1
2158,"中华医学会糖尿病学分会第十六次全国学术会议论文集","Proceedings of the 16th National Academic Conference of the Chinese Medical Association Diabetes Branch",1
2159,"临床皮肤科杂志","Journal of Clinical Dermatology",1
2160,"第十五届全国心理学学术会议论文摘要集","Abstracts of the 15th National Psychology Conference",1
2161,"“当代世界社会主义的理论与实践——民族、民生、民主”中国科学社会主义学会当代世界社会主义专业委员会2012年会及学术研讨会论文集","""The Theory and Practice of Socialism in the Contemporary World-Nationality, People's Livelihood, and Democracy"", Proceedings of the 2012 Annual Meeting and Symposium of the Specialized Committee on Socialism in the Contemporary World of the Chinese Society for Scientific Socialism",1
2162,"中国艾滋病性病","AIDS STD in China",1
2163,"福建金融","Fujian Finance",1
2164,"卫星与网络","Satellite & Network",1
2165,"稀土信息","Rare Earth Information",1
2166,"实用临床医药杂志","Journal of Practical Clinical Medicine",1
2167,"北京教育学院学报","Journal of Beijing Institute of Education",1
2168,"国际心脏研究会（ISHR）中国分会（第十一届）暨中国病理生理学会心血管专业委员会（第十四届）、受体与信号转导专业委员会（第九届）学术会议论文摘要","Abstracts of the International Society for Heart Research (ISHR) China Chapter (11th) and Chinese Society of Pathophysiology, Cardiovascular Specialty Committee (14th) and Receptor and Signal Transduction Specialty Committee (9th)",1
2169,"石油和化工设备","Petroleum and chemical equipment",1
2170,"中国护理管理","China Nursing Management",1
2171,"徐州师范大学学报(哲学社会科学版)","Journal of Xuzhou Normal University (Philosophy and Social Science Edition)",1
2172,"中国病理生理杂志","Chinese Journal of Pathophysiology",1
2173,"电力安全技术","Electrical Safety Technology",1
2174,"创新","Innovation",1
2175,"西部财会","Western Finance and Accounting",1
2176,"风能","Wind Energy",1
2177,"新闻窗","News Window",1
2178,"第九届全国工程地质大会论文集","Proceedings of the Ninth National Engineering Geology Conference",1
2179,"新闻爱好者","News Lovers",1
2180,"油气田地面工程","Oil and gas field surface engineering",1
2181,"昆虫学报","Journal of Insects",1
2182,"河南科技学院学报(自然科学版)","Journal of Henan University of Science and Technology (Natural Science Edition)",1
2183,"广东石油化工学院学报","Journal of Guangdong Institute of Petrochemical Technology",1
2184,"学习月刊","Study Monthly",1
2185,"语言生活皮书——中国语言生活状况报告（2012）","Language Life Paper - Report on the State of Language Life in China (2012)",1
2186,"玻璃","Glass",1
2187,"北方文学(下半月)","Northern Literature (second half of the month)",1
2188,"高等函授学报(哲学社会科学版)","Journal of Higher Correspondence Courses (Philosophy and Social Science Edition)",1
2189,"胃肠病学和肝病学杂志","Journal of Gastroenterology and Hepatology",1
2190,"青海医药杂志","Qinghai Medicine Journal",1
